19,0.169736,0.489096,0.761589,
20,0.214536,0.527046,0.396476,
21,0.294002,0.554035,0.266667,
22,0.297786,0.545215,0.121019,
23,0.307692,0.435383,0.202703,
24,0.270172,0.583095,0.151007,
25,0.262239,0.631051,0.087248,
26,0.249264,0.490449,0.152027,
27,0.300162,0.530759,0.194719,
28,0.292364,0.656743,0.123077,
29,0.250851,0.572372,0.187500,
30,0.176631,0.526142,0.334842,
31,0.204280,0.581198,0.290566,
32,0.249365,0.464816,0.209220,
33,0.283878,0.510471,0.216393,
34,0.356235,0.535063,0.126543,
35,0.310562,0.489128,0.198606,
36,0.251592,0.508780,0.176271,
41,0.313571,0.684811,-0.032258,
42,0.340356,0.507673,0.157729,
43,0.310562,0.568677,0.193939,
44,0.268285,0.428613,0.201278,
45,0.286299,0.568677,0.278912,
46,0.183855,0.559017,0.102804,
47,0.249264,0.515523,0.096774,
48,0.299045,0.365974,0.159322,
49,0.172311,0.430398,0.389706,
50,0.263474,0.384546,-0.186508,
51,0.251506,0.458670,-0.120755,
52,0.173708,0.438445,0.613861,
53,0.251101,0.545239,0.224561,
54,0.230691,0.468828,0.221198,
55,0.316875,0.485643,0.176923,
57,0.282609,0.500810,0.205224,
58,0.282609,0.600414,0.080000,
59,0.285391,0.670402,0.060284,
60,0.209568,0.795475,0.224000,
62,0.207672,0.533352,0.084211,
65,0.324174,0.548663,0.094340,
66,0.293147,0.578036,0.089069,
67,0.285714,0.445721,0.422360,
68,0.292353,0.495203,0.146825,
69,0.304496,0.428432,-0.003534,
70,0.357666,0.458910,-0.054054,
71,0.339224,0.534196,0.071174,
72,0.314035,0.546757,0.078292,
73,0.284878,0.556576,0.004115,
74,0.335155,0.466632,-0.053872,
76,0.328216,0.487757,-0.035484,
81,0.329778,0.540649,-0.053628,
82,0.315055,0.521398,0.050167,
83,0.240741,0.632456,0.058419,
84,0.333474,0.480289,0.065574,
85,0.220076,0.514745,0.144404,
86,0.278903,0.519875,0.175627,
87,0.248352,0.518722,0.119718,
88,0.313955,0.418446,0.027875,
89,0.277019,0.479022,0.158451,
90,0.297118,0.513707,0.096026,
91,0.320222,0.512728,0.047945,
92,0.374557,0.510600,0.032609,
93,0.332314,0.530759,0.087108,
95,0.211382,0.473752,0.017182,
96,0.380888,0.427553,0.044521,
97,0.370280,0.585052,0.012903,
98,0.272078,0.369005,0.108209,
99,0.334359,0.529080,0.107527,
101,0.214149,0.520289,0.372470,
102,0.261176,0.468414,0.174545,
103,0.344234,0.616684,0.045845,
104,0.368199,0.490698,0.098976,
105,0.213285,0.531483,0.078431,
106,0.289828,0.640610,0.030000,
107,0.289107,0.552784,0.073718,
108,0.308697,0.470552,-0.009901,
109,0.286688,0.482106,0.054487,
110,0.298865,0.543908,0.099338,
111,0.300511,0.595149,0.135849,
112,0.367068,0.384579,0.202247,
18,0.212814,0.736897,0.373832,
37,0.249783,0.585264,0.151751,
56,0.220000,0.459702,0.066667,
75,0.321463,0.409171,0.028662,
94,0.288975,0.489535,0.188192,
151,0.238905,0.572598,0.064777,
170,0.228968,0.552143,0.140351,
114,0.248352,0.552388,0.154412,
115,0.326087,0.384952,0.053004,
116,0.357666,0.569342,0.061433,
117,0.339914,0.825124,0.016438,
118,0.305893,0.421680,0.053498,
119,0.249264,0.420142,0.086093,
120,0.362084,0.547056,0.015773,
121,0.249264,0.507222,0.497653,
122,0.349981,0.528853,0.067376,
123,0.315055,0.548103,0.102041,
124,0.306282,0.538516,0.213768,
125,0.200831,0.393157,0.262626,
126,0.327392,0.596199,0.050505,
127,0.334257,0.455552,-0.028391,
128,0.316127,0.487975,-0.010033,
129,0.270227,0.495210,0.038328,
130,0.290659,0.457330,0.062016,
131,0.329836,0.647660,-0.009836,
136,0.296093,0.447214,-0.100000,
137,0.346518,0.719044,-0.009901,
138,0.262421,0.449219,0.334975,
139,0.336959,0.426611,0.035599,
140,0.347258,0.532670,0.052632,
141,0.327131,0.511212,0.051852,
142,0.271922,0.436776,0.098592,
143,0.333474,0.376355,0.091241,
144,0.277019,0.646261,0.147887,
146,0.259863,0.467500,0.281369,
147,0.270833,0.469561,0.149194,
148,0.411843,0.573162,0.021277,
152,0.314978,0.501694,0.100694,
153,0.239808,0.539483,0.286307,
154,0.228968,0.529572,0.144737,
155,0.338814,0.435897,0.022951,
156,0.338678,0.592749,0.020134,
157,0.240257,0.362875,0.131274,
158,0.183855,0.426601,0.211538,
159,0.259082,0.553621,0.178182,
160,0.307465,0.413574,0.520202,
163,0.261905,0.330859,0.194631,
164,0.194365,0.449420,0.210784,
165,0.229648,0.438454,0.247573,
166,0.278931,0.566663,0.098246,
167,0.359712,0.447731,0.097403,
168,0.355321,0.511748,0.118812,
169,0.221655,0.525065,0.118881,
171,0.359712,0.432132,0.055556,
172,0.347351,0.646598,0.080460,
173,0.242168,0.542514,0.085502,
174,0.251291,0.530045,0.176692,
175,0.350891,0.415564,0.044983,
176,0.326682,0.477690,0.045455,
177,0.290884,0.590757,0.152091,
178,0.239236,0.367837,0.222222,
179,0.333333,0.488522,0.115207,
180,0.250851,0.521442,0.291139,
185,0.212973,0.500618,-0.054983,
186,0.269800,0.446851,0.009967,
187,0.249815,0.388634,0.229885,
188,0.234740,0.469155,0.367089,
189,0.249841,0.561036,0.401639,
192,0.326312,0.552691,0.219231,
193,0.260589,0.499041,0.062257,
194,0.190644,0.363398,0.058608,
195,0.283085,0.615394,0.036667,
196,0.204900,0.489333,0.018182,
198,0.297245,0.468609,0.090278,
199,0.262893,0.548178,-0.009317,
200,0.316228,0.524758,0.042813,
201,0.251506,0.393649,0.094737,
202,0.270833,0.650010,0.050167,
203,0.270398,0.460194,0.063158,
0,0.323262,0.458115,0.109792,
1,0.277221,0.465437,0.180685,
2,0.193836,0.585636,0.179811,
3,0.241462,0.679861,0.228782,
4,0.300348,0.697059,0.184127,
5,0.283878,0.516246,0.140187,
6,0.281927,0.476664,0.171340,
7,0.160714,0.553066,0.283217,
8,0.301703,0.570550,0.322115,
9,0.240576,0.470278,0.457627,
10,0.147743,0.537115,0.468619,
11,0.277350,0.538679,0.275862,
12,0.300348,0.632456,0.147335,
13,0.310597,0.637253,0.122699,
14,0.310597,0.446566,0.154545,
15,0.297739,0.551301,0.144201,
16,0.286097,0.617755,0.195364,
17,0.135124,0.482944,0.502732,
