351, -0.763731, 0.213680
352, -0.836278, 0.166873
353, -0.746216, 0.438166
354, -0.798460, 0.424736
355, -0.807681, 0.438779
356, -0.778753, 0.449284
357, -0.751728, 0.411667
358, -0.832177, 0.276710
359, -0.794386, 0.238842
360, -0.831731, 0.238478
361, -0.840104, 0.419405
362, -0.787374, 0.453469
363, -0.744944, 0.415382
364, -0.761373, 0.446726
365, -0.783819, 0.486348
366, -0.846008, 0.483063
367, -0.801617, 0.572644
368, -0.804485, 0.519940
369, -0.813286, 0.373501
370, -0.503414, 0.564680
371, -0.787588, 0.263173
372, 0.810496, 0.303125
373, -0.697647, 0.523966
374, -0.819590, 0.459162
375, -0.706660, 0.514321
376, -0.818081, 0.393131
377, -0.777877, 0.431792
378, -0.797405, 0.395481
379, -0.785220, 0.381569
380, -0.751203, 0.483471
381, -0.742332, 0.468993
382, -0.734296, 0.379227
383, -0.638290, 0.542743
384, -0.746624, 0.523624
385, -0.793151, 0.486145
386, -0.764515, 0.513262
387, -0.768653, 0.440831
388, -0.709390, 0.365889
389, -0.688306, 0.382417
390, -0.706521, 0.317458
391, -0.841982, 0.310689
392, -0.792559, 0.429306
393, -0.861209, 0.354557
394, 0.705289, 0.542577
395, -0.781943, 0.495294
396, -0.914755, 0.403146
397, -0.937897, 0.372378
398, -0.698582, 0.608663
399, -0.683559, 0.615855
400, -0.655703, 0.532936
401, -0.684253, 0.520401
402, -0.783569, 0.604121
403, -0.694352, 0.608929
404, -0.729121, 0.466126
405, -0.746558, 0.431979
406, -0.786829, 0.230073
407, -0.711254, 0.366523
408, -0.722091, 0.358572
409, -0.729398, 0.261504
410, -0.758241, 0.330492
411, -0.782723, 0.525093
412, 0.882280, 0.515996
413, 0.686908, 0.500211
414, 0.679911, 0.516800
415, -0.849282, 0.324000
416, -0.853375, 0.417557
417, -0.934209, 0.493338
418, -0.944636, 0.440956
419, -0.862659, 0.351456
420, -0.858297, 0.337216
421, -0.852145, 0.367484
422, -0.860920, 0.443236
423, -0.850387, 0.348893
424, -0.890385, 0.417194
425, -0.853619, 0.497379
426, -0.886008, 0.411420
427, -0.797134, 0.435961
428, -0.864881, 0.404554
429, -0.650633, 0.569071
430, -0.848308, 0.446440
431, -0.820194, 0.499169
432, 0.596680, 0.274401
433, -0.824313, 0.366133
434, -0.772234, 0.509832
435, 0.686838, 0.520781
436, -0.802305, 0.453441
437, -0.670476, 0.319388
438, -0.797193, 0.525699
439, -0.734571, 0.411523
440, -0.793497, 0.303552
441, -0.725156, 0.426118
442, -0.679418, 0.451940
443, -0.819696, 0.477953
444, -0.812601, 0.622981
445, -0.815423, 0.500521
446, -0.759288, 0.587191
447, -0.628306, 0.490872
448, -0.795664, 0.639068
449, -0.782369, 0.440266
450, -0.659252, 0.429300
451, -0.735156, 0.466975
452, -0.636952, 0.508593
453, -0.758111, 0.378908
454, -0.825234, 0.462506
455, -0.626724, 0.374631
456, -0.838143, 0.319265
457, -0.929979, 0.454575
458, -0.892163, 0.376278
459, -0.946549, 0.399273
460, -0.941804, 0.492036
461, -0.980101, 0.482603
